# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-01-23 13:35:30 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11023340 LOS PENASQUITOS C NR POWAY CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11023340
#            TS   parameter     statistic     Description
#          7755       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	7755_00060_00003	7755_00060_00003_cd
USGS	11023340	2001-08-03	3.70	A
USGS	11023340	2001-08-04	3.50	A
USGS	11023340	2001-08-05	3.20	A
USGS	11023340	2001-08-06	3.40	A
USGS	11023340	2001-08-07	3.60	A
USGS	11023340	2001-08-08	4.00	A
USGS	11023340	2001-08-09	4.40	A
USGS	11023340	2001-08-10	3.90	A
USGS	11023340	2001-08-11	3.40	A
USGS	11023340	2001-08-12	3.20	A
USGS	11023340	2001-08-13	3.50	A
USGS	11023340	2001-08-14	3.80	A
USGS	11023340	2001-08-15	3.40	A
USGS	11023340	2001-08-16	3.10	A
USGS	11023340	2001-08-17	3.10	A
USGS	11023340	2001-08-18	2.90	A
USGS	11023340	2001-08-19	2.70	A
USGS	11023340	2001-08-20	2.40	A
USGS	11023340	2001-08-21	3.20	A
USGS	11023340	2001-08-22	2.70	A
USGS	11023340	2001-08-23	2.70	A
USGS	11023340	2001-08-24	2.30	A
USGS	11023340	2001-08-25	2.50	A
USGS	11023340	2001-08-26	2.00	A
USGS	11023340	2001-08-27	1.90	A
USGS	11023340	2001-08-28	2.40	A
USGS	11023340	2001-08-29	2.10	A
USGS	11023340	2001-08-30	1.80	A
USGS	11023340	2001-08-31	1.70	A
USGS	11023340	2001-09-01	1.60	A
USGS	11023340	2001-09-02	1.50	A
USGS	11023340	2001-09-03	1.90	A
USGS	11023340	2001-09-04	2.00	A
USGS	11023340	2001-09-05	2.00	A
USGS	11023340	2001-09-06	1.80	A
USGS	11023340	2001-09-07	1.80	A
USGS	11023340	2001-09-08	1.80	A
USGS	11023340	2001-09-09	2.10	A
USGS	11023340	2001-09-10	2.00	A
USGS	11023340	2001-09-11	2.10	A
USGS	11023340	2001-09-12	2.70	A
USGS	11023340	2001-09-13	2.30	A
USGS	11023340	2001-09-14	2.10	A
USGS	11023340	2001-09-15	1.90	A
USGS	11023340	2001-09-16	1.90	A
USGS	11023340	2001-09-17	1.80	A
USGS	11023340	2001-09-18	1.90	A
USGS	11023340	2001-09-19	1.90	A
USGS	11023340	2001-09-20	2.10	A
USGS	11023340	2001-09-21	2.30	A
USGS	11023340	2001-09-22	2.10	A
USGS	11023340	2001-09-23	2.00	A
USGS	11023340	2001-09-24	1.90	A
USGS	11023340	2001-09-25	1.90	A
USGS	11023340	2001-09-26	2.00	A
USGS	11023340	2001-09-27	2.60	A
USGS	11023340	2001-09-28	2.10	A
USGS	11023340	2001-09-29	2.10	A
USGS	11023340	2001-09-30	2.20	A
USGS	11023340	2001-10-01	1.75	A
USGS	11023340	2001-10-02	1.94	A
USGS	11023340	2001-10-03	2.25	A
USGS	11023340	2001-10-04	2.61	A
USGS	11023340	2001-10-05	2.46	A
USGS	11023340	2001-10-06	2.40	A
USGS	11023340	2001-10-07	2.22	A
USGS	11023340	2001-10-08	2.19	A
USGS	11023340	2001-10-09	2.80	A
USGS	11023340	2001-10-10	2.68	A
USGS	11023340	2001-10-11	4.45	A
USGS	11023340	2001-10-12	2.55	A
USGS	11023340	2001-10-13	2.78	A
USGS	11023340	2001-10-14	2.50	A
USGS	11023340	2001-10-15	2.67	A
USGS	11023340	2001-10-16	2.89	A
USGS	11023340	2001-10-17	3.69	A
USGS	11023340	2001-10-18	2.94	A
USGS	11023340	2001-10-19	2.94	A
USGS	11023340	2001-10-20	2.79	A
USGS	11023340	2001-10-21	2.62	A
USGS	11023340	2001-10-22	2.66	A
USGS	11023340	2001-10-23	3.23	A
USGS	11023340	2001-10-24	2.74	A
USGS	11023340	2001-10-25	2.44	A
USGS	11023340	2001-10-26	2.87	A
USGS	11023340	2001-10-27	2.59	A
USGS	11023340	2001-10-28	2.80	A
USGS	11023340	2001-10-29	2.68	A
USGS	11023340	2001-10-30	2.63	A
USGS	11023340	2001-10-31	3.99	A
USGS	11023340	2001-11-01	3.89	A
USGS	11023340	2001-11-02	3.67	A
USGS	11023340	2001-11-03	4.30	A
USGS	11023340	2001-11-04	5.10	A
USGS	11023340	2001-11-05	8.00	A
USGS	11023340	2001-11-06	10.6	A
USGS	11023340	2001-11-07	3.45	A
USGS	11023340	2001-11-08	3.67	A
USGS	11023340	2001-11-09	3.02	A
USGS	11023340	2001-11-10	3.42	A
USGS	11023340	2001-11-11	3.20	A
USGS	11023340	2001-11-12	16.7	A
USGS	11023340	2001-11-13	66.4	A
USGS	11023340	2001-11-14	6.29	A
USGS	11023340	2001-11-15	4.52	A
USGS	11023340	2001-11-16	3.95	A
USGS	11023340	2001-11-17	3.71	A
USGS	11023340	2001-11-18	4.01	A
USGS	11023340	2001-11-19	3.51	A
USGS	11023340	2001-11-20	3.24	A
USGS	11023340	2001-11-21	3.06	A
USGS	11023340	2001-11-22	2.91	A
USGS	11023340	2001-11-23	3.25	A
USGS	11023340	2001-11-24	135	A
USGS	11023340	2001-11-25	83.5	A
USGS	11023340	2001-11-26	6.52	A
USGS	11023340	2001-11-27	4.83	A
USGS	11023340	2001-11-28	3.56	A
USGS	11023340	2001-11-29	87.7	A
USGS	11023340	2001-11-30	19.2	A
USGS	11023340	2001-12-01	5.08	A
USGS	11023340	2001-12-02	3.85	A
USGS	11023340	2001-12-03	7.29	A
USGS	11023340	2001-12-04	16.8	A
USGS	11023340	2001-12-05	4.18	A
USGS	11023340	2001-12-06	3.35	A
USGS	11023340	2001-12-07	3.30	A
USGS	11023340	2001-12-08	2.82	A
USGS	11023340	2001-12-09	12.5	A
USGS	11023340	2001-12-10	49.9	A
USGS	11023340	2001-12-11	8.20	A
USGS	11023340	2001-12-12	3.82	A
USGS	11023340	2001-12-13	3.38	A
USGS	11023340	2001-12-14	19.0	A
USGS	11023340	2001-12-15	12.9	A
USGS	11023340	2001-12-16	3.65	A
USGS	11023340	2001-12-17	3.09	A
USGS	11023340	2001-12-18	2.95	A
USGS	11023340	2001-12-19	2.78	A
USGS	11023340	2001-12-20	2.81	A
USGS	11023340	2001-12-21	131	A
USGS	11023340	2001-12-22	10.4	A
USGS	11023340	2001-12-23	4.13	A
USGS	11023340	2001-12-24	3.62	A
USGS	11023340	2001-12-25	3.09	A
USGS	11023340	2001-12-26	2.77	A
USGS	11023340	2001-12-27	2.55	A
USGS	11023340	2001-12-28	2.53	A
USGS	11023340	2001-12-29	2.41	A
USGS	11023340	2001-12-30	2.45	A
USGS	11023340	2001-12-31	2.85	A
USGS	11023340	2002-01-01	2.45	A
USGS	11023340	2002-01-02	2.37	A
USGS	11023340	2002-01-03	6.36	A
USGS	11023340	2002-01-04	2.86	A
USGS	11023340	2002-01-05	2.52	A
USGS	11023340	2002-01-06	2.36	A
USGS	11023340	2002-01-07	2.27	A
USGS	11023340	2002-01-08	2.33	A
USGS	11023340	2002-01-09	2.58	A
USGS	11023340	2002-01-10	2.57	A
USGS	11023340	2002-01-11	2.71	A
USGS	11023340	2002-01-12	2.73	A
USGS	11023340	2002-01-13	2.83	A
USGS	11023340	2002-01-14	2.93	A
USGS	11023340	2002-01-15	3.06	A
USGS	11023340	2002-01-16	2.73	A
USGS	11023340	2002-01-17	2.65	A
USGS	11023340	2002-01-18	2.88	A
USGS	11023340	2002-01-19	2.65	A
USGS	11023340	2002-01-20	2.54	A
USGS	11023340	2002-01-21	2.63	A
USGS	11023340	2002-01-22	2.85	A
USGS	11023340	2002-01-23	3.01	A
USGS	11023340	2002-01-24	2.87	A
USGS	11023340	2002-01-25	3.03	A
USGS	11023340	2002-01-26	3.06	A
USGS	11023340	2002-01-27	2.95	A
USGS	11023340	2002-01-28	31.0	A
USGS	11023340	2002-01-29	40.1	A
USGS	11023340	2002-01-30	7.85	A
USGS	11023340	2002-01-31	3.68	A
USGS	11023340	2002-02-01	3.40	A
USGS	11023340	2002-02-02	3.17	A
USGS	11023340	2002-02-03	3.06	A
USGS	11023340	2002-02-04	3.08	A
USGS	11023340	2002-02-05	3.13	A
USGS	11023340	2002-02-06	3.62	A
USGS	11023340	2002-02-07	3.30	A
USGS	11023340	2002-02-08	3.43	A
USGS	11023340	2002-02-09	3.46	A
USGS	11023340	2002-02-10	3.24	A
USGS	11023340	2002-02-11	3.20	A
USGS	11023340	2002-02-12	3.40	A
USGS	11023340	2002-02-13	3.51	A
USGS	11023340	2002-02-14	3.40	A
USGS	11023340	2002-02-15	3.56	A
USGS	11023340	2002-02-16	3.51	A
USGS	11023340	2002-02-17	15.0	A
USGS	11023340	2002-02-18	7.87	A
USGS	11023340	2002-02-19	3.93	A
USGS	11023340	2002-02-20	3.36	A
USGS	11023340	2002-02-21	3.27	A
USGS	11023340	2002-02-22	3.45	A
USGS	11023340	2002-02-23	3.26	A
USGS	11023340	2002-02-24	3.25	A
USGS	11023340	2002-02-25	3.25	A
USGS	11023340	2002-02-26	3.36	A
USGS	11023340	2002-02-27	3.41	A
USGS	11023340	2002-02-28	3.45	A
USGS	11023340	2002-03-01	3.79	A
USGS	11023340	2002-03-02	3.76	A
USGS	11023340	2002-03-03	3.24	A
USGS	11023340	2002-03-04	3.20	A
USGS	11023340	2002-03-05	3.38	A
USGS	11023340	2002-03-06	3.70	A
USGS	11023340	2002-03-07	43.7	A
USGS	11023340	2002-03-08	76.0	A
USGS	11023340	2002-03-09	5.63	A
USGS	11023340	2002-03-10	3.78	A
USGS	11023340	2002-03-11	3.58	A
USGS	11023340	2002-03-12	3.65	A
USGS	11023340	2002-03-13	3.74	A
USGS	11023340	2002-03-14	3.74	A
USGS	11023340	2002-03-15	9.41	A
USGS	11023340	2002-03-16	20.5	A
USGS	11023340	2002-03-17	14.3	A
USGS	11023340	2002-03-18	101	A
USGS	11023340	2002-03-19	5.88	A
USGS	11023340	2002-03-20	4.08	A
USGS	11023340	2002-03-21	4.00	A
USGS	11023340	2002-03-22	3.98	A
USGS	11023340	2002-03-23	3.90	A
USGS	11023340	2002-03-24	34.9	A
USGS	11023340	2002-03-25	5.72	A
USGS	11023340	2002-03-26	4.41	A
USGS	11023340	2002-03-27	4.38	A
USGS	11023340	2002-03-28	4.50	A
USGS	11023340	2002-03-29	4.27	A
USGS	11023340	2002-03-30	3.92	A
USGS	11023340	2002-03-31	3.88	A
USGS	11023340	2002-04-01	3.80	A
USGS	11023340	2002-04-02	3.51	A
USGS	11023340	2002-04-03	3.52	A
USGS	11023340	2002-04-04	3.58	A
USGS	11023340	2002-04-05	3.56	A
USGS	11023340	2002-04-06	15.7	A
USGS	11023340	2002-04-07	4.95	A
USGS	11023340	2002-04-08	3.58	A
USGS	11023340	2002-04-09	3.64	A
USGS	11023340	2002-04-10	3.54	A
USGS	11023340	2002-04-11	3.53	A
USGS	11023340	2002-04-12	3.64	A
USGS	11023340	2002-04-13	3.28	A
USGS	11023340	2002-04-14	3.16	A
USGS	11023340	2002-04-15	5.28	A
USGS	11023340	2002-04-16	4.42	A
USGS	11023340	2002-04-17	3.39	A
USGS	11023340	2002-04-18	3.23	A
USGS	11023340	2002-04-19	3.08	A
USGS	11023340	2002-04-20	3.04	A
USGS	11023340	2002-04-21	2.99	A
USGS	11023340	2002-04-22	2.99	A
USGS	11023340	2002-04-23	3.08	A
USGS	11023340	2002-04-24	42.1	A
USGS	11023340	2002-04-25	12.6	A
USGS	11023340	2002-04-26	52.2	A
USGS	11023340	2002-04-27	8.13	A
USGS	11023340	2002-04-28	3.42	A
USGS	11023340	2002-04-29	2.87	A
USGS	11023340	2002-04-30	2.84	A
USGS	11023340	2002-05-01	2.69	A
USGS	11023340	2002-05-02	2.52	A
USGS	11023340	2002-05-03	2.56	A
USGS	11023340	2002-05-04	2.52	A
USGS	11023340	2002-05-05	2.49	A
USGS	11023340	2002-05-06	2.49	A
USGS	11023340	2002-05-07	2.64	A
USGS	11023340	2002-05-08	2.81	A
USGS	11023340	2002-05-09	2.75	A
USGS	11023340	2002-05-10	2.86	A
USGS	11023340	2002-05-11	4.18	A
USGS	11023340	2002-05-12	2.41	A
USGS	11023340	2002-05-13	2.27	A
USGS	11023340	2002-05-14	2.57	A
USGS	11023340	2002-05-15	2.54	A
USGS	11023340	2002-05-16	4.31	A
USGS	11023340	2002-05-17	2.95	A
USGS	11023340	2002-05-18	2.74	A
USGS	11023340	2002-05-19	2.80	A
USGS	11023340	2002-05-20	2.88	A
USGS	11023340	2002-05-21	2.33	A
USGS	11023340	2002-05-22	2.33	A
USGS	11023340	2002-05-23	2.23	A
USGS	11023340	2002-05-24	2.31	A
USGS	11023340	2002-05-25	2.55	A
USGS	11023340	2002-05-26	2.35	A
USGS	11023340	2002-05-27	2.19	A
USGS	11023340	2002-05-28	2.29	A
USGS	11023340	2002-05-29	2.35	A
USGS	11023340	2002-05-30	2.44	A
USGS	11023340	2002-05-31	2.64	A
USGS	11023340	2002-06-01	2.42	A
USGS	11023340	2002-06-02	2.24	A
USGS	11023340	2002-06-03	2.27	A
USGS	11023340	2002-06-04	3.05	A
USGS	11023340	2002-06-05	3.60	A
USGS	11023340	2002-06-06	2.47	A
USGS	11023340	2002-06-07	2.34	A
USGS	11023340	2002-06-08	2.38	A
USGS	11023340	2002-06-09	2.10	A
USGS	11023340	2002-06-10	2.08	A
USGS	11023340	2002-06-11	1.98	A
USGS	11023340	2002-06-12	1.88	A
USGS	11023340	2002-06-13	1.95	A
USGS	11023340	2002-06-14	1.93	A
USGS	11023340	2002-06-15	1.86	A
USGS	11023340	2002-06-16	1.63	A
USGS	11023340	2002-06-17	1.71	A
USGS	11023340	2002-06-18	1.63	A
USGS	11023340	2002-06-19	2.60	A
USGS	11023340	2002-06-20	2.22	A
USGS	11023340	2002-06-21	2.20	A
USGS	11023340	2002-06-22	1.85	A
USGS	11023340	2002-06-23	1.83	A
USGS	11023340	2002-06-24	1.90	A
USGS	11023340	2002-06-25	1.68	A
USGS	11023340	2002-06-26	1.69	A
USGS	11023340	2002-06-27	1.70	A
USGS	11023340	2002-06-28	1.75	A
USGS	11023340	2002-06-29	1.70	A
USGS	11023340	2002-06-30	1.42	A
USGS	11023340	2002-07-01	1.51	A
USGS	11023340	2002-07-02	1.55	A
USGS	11023340	2002-07-03	1.57	A
USGS	11023340	2002-07-04	1.65	A
USGS	11023340	2002-07-05	1.81	A
USGS	11023340	2002-07-06	1.74	A
USGS	11023340	2002-07-07	1.59	A
USGS	11023340	2002-07-08	1.57	A
USGS	11023340	2002-07-09	1.69	A
USGS	11023340	2002-07-10	1.60	A
USGS	11023340	2002-07-11	1.81	A
USGS	11023340	2002-07-12	1.91	A
USGS	11023340	2002-07-13	1.82	A
USGS	11023340	2002-07-14	1.58	A
USGS	11023340	2002-07-15	1.65	A
USGS	11023340	2002-07-16	1.75	A
USGS	11023340	2002-07-17	1.89	A
USGS	11023340	2002-07-18	1.85	A
USGS	11023340	2002-07-19	1.75	A
USGS	11023340	2002-07-20	1.78	A
USGS	11023340	2002-07-21	1.72	A
USGS	11023340	2002-07-22	1.90	A
USGS	11023340	2002-07-23	1.89	A
USGS	11023340	2002-07-24	1.78	A
USGS	11023340	2002-07-25	1.67	A
USGS	11023340	2002-07-26	1.70	A
USGS	11023340	2002-07-27	1.66	A
USGS	11023340	2002-07-28	1.82	A
USGS	11023340	2002-07-29	1.98	A
USGS	11023340	2002-07-30	1.84	A
USGS	11023340	2002-07-31	2.00	A
USGS	11023340	2002-08-01	1.98	A
USGS	11023340	2002-08-02	2.01	A
USGS	11023340	2002-08-03	1.87	A
USGS	11023340	2002-08-04	1.96	A
USGS	11023340	2002-08-05	2.00	A
USGS	11023340	2002-08-06	1.97	A
USGS	11023340	2002-08-07	1.80	A
USGS	11023340	2002-08-08	1.85	A
USGS	11023340	2002-08-09	1.99	A
USGS	11023340	2002-08-10	1.92	A
USGS	11023340	2002-08-11	1.67	A
USGS	11023340	2002-08-12	1.67	A
USGS	11023340	2002-08-13	1.52	A
USGS	11023340	2002-08-14	1.47	A
USGS	11023340	2002-08-15	1.61	A
USGS	11023340	2002-08-16	1.54	A
USGS	11023340	2002-08-17	1.31	A
USGS	11023340	2002-08-18	1.38	A
USGS	11023340	2002-08-19	1.68	A
USGS	11023340	2002-08-20	1.57	A
USGS	11023340	2002-08-21	1.52	A
USGS	11023340	2002-08-22	1.54	A
USGS	11023340	2002-08-23	1.43	A
USGS	11023340	2002-08-24	1.50	A
USGS	11023340	2002-08-25	1.32	A
USGS	11023340	2002-08-26	1.46	A
USGS	11023340	2002-08-27	1.43	A
USGS	11023340	2002-08-28	1.37	A
USGS	11023340	2002-08-29	1.53	A
USGS	11023340	2002-08-30	1.53	A
USGS	11023340	2002-08-31	1.41	A
USGS	11023340	2002-09-01	1.20	A
USGS	11023340	2002-09-02	1.21	A
USGS	11023340	2002-09-03	1.41	A
USGS	11023340	2002-09-04	1.50	A
USGS	11023340	2002-09-05	1.65	A
USGS	11023340	2002-09-06	6.35	A
USGS	11023340	2002-09-07	12.6	A
USGS	11023340	2002-09-08	3.27	A
USGS	11023340	2002-09-09	1.86	A
USGS	11023340	2002-09-10	1.57	A
USGS	11023340	2002-09-11	1.50	A
USGS	11023340	2002-09-12	1.76	A
USGS	11023340	2002-09-13	1.87	A
USGS	11023340	2002-09-14	1.87	A
USGS	11023340	2002-09-15	1.79	A
USGS	11023340	2002-09-16	1.74	A
USGS	11023340	2002-09-17	1.70	A
USGS	11023340	2002-09-18	1.97	A
USGS	11023340	2002-09-19	1.77	A
USGS	11023340	2002-09-20	1.84	A
USGS	11023340	2002-09-21	1.65	A
USGS	11023340	2002-09-22	1.47	A
USGS	11023340	2002-09-23	1.41	A
USGS	11023340	2002-09-24	1.40	A
USGS	11023340	2002-09-25	1.57	A
USGS	11023340	2002-09-26	1.79	A
USGS	11023340	2002-09-27	1.79	A
USGS	11023340	2002-09-28	1.81	A
USGS	11023340	2002-09-29	1.87	A
USGS	11023340	2002-09-30	2.05	A
USGS	11023340	2002-10-01	3.42	A
USGS	11023340	2002-10-02	2.30	A
USGS	11023340	2002-10-03	1.68	A
USGS	11023340	2002-10-04	1.56	A
USGS	11023340	2002-10-05	1.41	A
USGS	11023340	2002-10-06	1.26	A
USGS	11023340	2002-10-07	1.33	A
USGS	11023340	2002-10-08	1.42	A
USGS	11023340	2002-10-09	1.62	A
USGS	11023340	2002-10-10	1.72	A
USGS	11023340	2002-10-11	1.64	A
USGS	11023340	2002-10-12	1.72	A
USGS	11023340	2002-10-13	1.61	A
USGS	11023340	2002-10-14	1.70	A
USGS	11023340	2002-10-15	1.77	A
USGS	11023340	2002-10-16	1.77	A
USGS	11023340	2002-10-17	2.34	A
USGS	11023340	2002-10-18	1.92	A
USGS	11023340	2002-10-19	1.65	A
USGS	11023340	2002-10-20	1.54	A
USGS	11023340	2002-10-21	1.74	A
USGS	11023340	2002-10-22	1.52	A
USGS	11023340	2002-10-23	1.53	A
USGS	11023340	2002-10-24	1.54	A
USGS	11023340	2002-10-25	2.00	A
USGS	11023340	2002-10-26	4.05	A
USGS	11023340	2002-10-27	4.09	A
USGS	11023340	2002-10-28	1.92	A
USGS	11023340	2002-10-29	1.71	A
USGS	11023340	2002-10-30	1.69	A
USGS	11023340	2002-10-31	1.56	A
USGS	11023340	2002-11-01	1.59	A
USGS	11023340	2002-11-02	1.60	A
USGS	11023340	2002-11-03	1.44	A
USGS	11023340	2002-11-04	1.86	A
USGS	11023340	2002-11-05	1.74	A
USGS	11023340	2002-11-06	1.47	A
USGS	11023340	2002-11-07	1.56	A
USGS	11023340	2002-11-08	149	A
USGS	11023340	2002-11-09	253	A
USGS	11023340	2002-11-10	90.1	A
USGS	11023340	2002-11-11	5.39	A
USGS	11023340	2002-11-12	3.74	A
USGS	11023340	2002-11-13	3.06	A
USGS	11023340	2002-11-14	2.82	A
USGS	11023340	2002-11-15	2.36	A
USGS	11023340	2002-11-16	2.01	A
USGS	11023340	2002-11-17	2.03	A
USGS	11023340	2002-11-18	2.15	A
USGS	11023340	2002-11-19	2.25	A
USGS	11023340	2002-11-20	1.96	A
USGS	11023340	2002-11-21	2.30	A
USGS	11023340	2002-11-22	2.16	A
USGS	11023340	2002-11-23	2.07	A
USGS	11023340	2002-11-24	2.08	A
USGS	11023340	2002-11-25	2.16	A
USGS	11023340	2002-11-26	2.48	A
USGS	11023340	2002-11-27	2.17	A
USGS	11023340	2002-11-28	2.21	A
USGS	11023340	2002-11-29	53.4	A
USGS	11023340	2002-11-30	42.5	A
USGS	11023340	2002-12-01	3.61	A
USGS	11023340	2002-12-02	3.15	A
USGS	11023340	2002-12-03	2.68	A
USGS	11023340	2002-12-04	2.82	A
USGS	11023340	2002-12-05	2.65	A
USGS	11023340	2002-12-06	2.51	A
USGS	11023340	2002-12-07	2.48	A
USGS	11023340	2002-12-08	3.51	A
USGS	11023340	2002-12-09	2.23	A
USGS	11023340	2002-12-10	2.21	A
USGS	11023340	2002-12-11	2.24	A
USGS	11023340	2002-12-12	2.12	A
USGS	11023340	2002-12-13	2.11	A
USGS	11023340	2002-12-14	2.06	A
USGS	11023340	2002-12-15	2.05	A
USGS	11023340	2002-12-16	176	A
USGS	11023340	2002-12-17	109	A
USGS	11023340	2002-12-18	9.07	A
USGS	11023340	2002-12-19	3.98	A
USGS	11023340	2002-12-20	188	A
USGS	11023340	2002-12-21	13.2	A
USGS	11023340	2002-12-22	5.85	A
USGS	11023340	2002-12-23	3.95	A
USGS	11023340	2002-12-24	3.67	A
USGS	11023340	2002-12-25	3.65	A
USGS	11023340	2002-12-26	3.52	A
USGS	11023340	2002-12-27	3.44	A
USGS	11023340	2002-12-28	3.42	A
USGS	11023340	2002-12-29	18.3	A
USGS	11023340	2002-12-30	4.15	A
USGS	11023340	2002-12-31	3.46	A
USGS	11023340	2003-01-01	3.41	A
USGS	11023340	2003-01-02	3.34	A
USGS	11023340	2003-01-03	3.27	A
USGS	11023340	2003-01-04	3.24	A
USGS	11023340	2003-01-05	3.20	A
USGS	11023340	2003-01-06	3.24	A
USGS	11023340	2003-01-07	3.39	A
USGS	11023340	2003-01-08	4.96	A
USGS	11023340	2003-01-09	3.70	A
USGS	11023340	2003-01-10	3.31	A
USGS	11023340	2003-01-11	3.24	A
USGS	11023340	2003-01-12	3.33	A
USGS	11023340	2003-01-13	3.35	A
USGS	11023340	2003-01-14	3.35	A
USGS	11023340	2003-01-15	3.40	A
USGS	11023340	2003-01-16	3.31	A
USGS	11023340	2003-01-17	3.33	A
USGS	11023340	2003-01-18	3.34	A
USGS	11023340	2003-01-19	3.35	A
USGS	11023340	2003-01-20	3.42	A
USGS	11023340	2003-01-21	3.47	A
USGS	11023340	2003-01-22	3.40	A
USGS	11023340	2003-01-23	3.43	A
USGS	11023340	2003-01-24	3.41	A
USGS	11023340	2003-01-25	3.42	A
USGS	11023340	2003-01-26	3.33	A
USGS	11023340	2003-01-27	3.30	A
USGS	11023340	2003-01-28	3.43	A
USGS	11023340	2003-01-29	3.52	A
USGS	11023340	2003-01-30	3.44	A
USGS	11023340	2003-01-31	3.58	A
USGS	11023340	2003-02-01	3.39	A
USGS	11023340	2003-02-02	3.42	A
USGS	11023340	2003-02-03	3.42	A
USGS	11023340	2003-02-04	3.18	A
USGS	11023340	2003-02-05	3.24	A
USGS	11023340	2003-02-06	3.22	A
USGS	11023340	2003-02-07	3.34	A
USGS	11023340	2003-02-08	3.32	A
USGS	11023340	2003-02-09	3.31	A
USGS	11023340	2003-02-10	3.23	A
USGS	11023340	2003-02-11	153	A
USGS	11023340	2003-02-12	416	A
USGS	11023340	2003-02-13	121	A
USGS	11023340	2003-02-14	165	A
USGS	11023340	2003-02-15	11.3	A
USGS	11023340	2003-02-16	5.17	A
USGS	11023340	2003-02-17	4.20	A
USGS	11023340	2003-02-18	4.00	A
USGS	11023340	2003-02-19	3.86	A
USGS	11023340	2003-02-20	3.78	A
USGS	11023340	2003-02-21	3.67	A
USGS	11023340	2003-02-22	3.71	A
USGS	11023340	2003-02-23	3.66	A
USGS	11023340	2003-02-24	3.99	A
USGS	11023340	2003-02-25	310	A
USGS	11023340	2003-02-26	99.0	A
USGS	11023340	2003-02-27	204	A
USGS	11023340	2003-02-28	36.2	A
USGS	11023340	2003-03-01	11.0	A
USGS	11023340	2003-03-02	6.08	A
USGS	11023340	2003-03-03	4.59	A
USGS	11023340	2003-03-04	28.8	A
USGS	11023340	2003-03-05	11.3	A
USGS	11023340	2003-03-06	4.32	A
USGS	11023340	2003-03-07	4.16	A
USGS	11023340	2003-03-08	4.08	A
USGS	11023340	2003-03-09	4.07	A
USGS	11023340	2003-03-10	4.25	A
USGS	11023340	2003-03-11	4.62	A
USGS	11023340	2003-03-12	4.49	A
USGS	11023340	2003-03-13	4.45	A
USGS	11023340	2003-03-14	4.51	A
USGS	11023340	2003-03-15	190	A
USGS	11023340	2003-03-16	366	A
USGS	11023340	2003-03-17	80.7	A
USGS	11023340	2003-03-18	21.0	A
USGS	11023340	2003-03-19	12.7	A
USGS	11023340	2003-03-20	9.22	A
USGS	11023340	2003-03-21	7.45	A
USGS	11023340	2003-03-22	6.72	A
USGS	11023340	2003-03-23	5.94	A
USGS	11023340	2003-03-24	5.87	A
USGS	11023340	2003-03-25	5.38	A
USGS	11023340	2003-03-26	4.91	A
USGS	11023340	2003-03-27	4.88	A
USGS	11023340	2003-03-28	4.56	A
USGS	11023340	2003-03-29	3.94	A
USGS	11023340	2003-03-30	3.86	A
USGS	11023340	2003-03-31	4.03	A
USGS	11023340	2003-04-01	4.51	A
USGS	11023340	2003-04-02	4.38	A
USGS	11023340	2003-04-03	4.20	A
USGS	11023340	2003-04-04	4.17	A
USGS	11023340	2003-04-05	8.31	A
USGS	11023340	2003-04-06	3.81	A
USGS	11023340	2003-04-07	3.64	A
USGS	11023340	2003-04-08	3.76	A
USGS	11023340	2003-04-09	3.70	A
USGS	11023340	2003-04-10	3.94	A
USGS	11023340	2003-04-11	3.96	A
USGS	11023340	2003-04-12	4.08	A
USGS	11023340	2003-04-13	31.7	A
USGS	11023340	2003-04-14	264	A
USGS	11023340	2003-04-15	155	A
USGS	11023340	2003-04-16	19.3	A
USGS	11023340	2003-04-17	16.9	A
USGS	11023340	2003-04-18	8.78	A
USGS	11023340	2003-04-19	6.36	A
USGS	11023340	2003-04-20	4.72	A
USGS	11023340	2003-04-21	4.21	A
USGS	11023340	2003-04-22	7.42	A
USGS	11023340	2003-04-23	4.68	A
USGS	11023340	2003-04-24	4.01	A
USGS	11023340	2003-04-25	3.82	A
USGS	11023340	2003-04-26	3.72	A
USGS	11023340	2003-04-27	4.10	A
USGS	11023340	2003-04-28	4.27	A
USGS	11023340	2003-04-29	4.08	A
USGS	11023340	2003-04-30	3.82	A
USGS	11023340	2003-05-01	3.34	A
USGS	11023340	2003-05-02	3.53	A
USGS	11023340	2003-05-03	219	A
USGS	11023340	2003-05-04	24.0	A
USGS	11023340	2003-05-05	7.49	A
USGS	11023340	2003-05-06	5.21	A
USGS	11023340	2003-05-07	4.61	A
